player,year,team,round
"Corey, Joel",2013,geelong,PF
"Duncan, Mitch",2013,geelong,R1
"Duncan, Mitch",2013,geelong,R2
"Duncan, Mitch",2013,geelong,R3
"Duncan, Mitch",2013,geelong,R4
"Duncan, Mitch",2013,geelong,R5
"Duncan, Mitch",2013,geelong,R6
"Duncan, Mitch",2013,geelong,R7
"Duncan, Mitch",2013,geelong,R8
"Duncan, Mitch",2013,geelong,R9
"Duncan, Mitch",2013,geelong,R10
"Duncan, Mitch",2013,geelong,R11
"Duncan, Mitch",2013,geelong,R13
"Duncan, Mitch",2013,geelong,R14
"Duncan, Mitch",2013,geelong,R15
"Duncan, Mitch",2013,geelong,R16
"Duncan, Mitch",2013,geelong,R17
"Duncan, Mitch",2013,geelong,R18
"Duncan, Mitch",2013,geelong,R19
"Duncan, Mitch",2013,geelong,R20
"Duncan, Mitch",2013,geelong,R21
"Duncan, Mitch",2013,geelong,R22
"Duncan, Mitch",2013,geelong,R23
"Duncan, Mitch",2013,geelong,QF
"Duncan, Mitch",2013,geelong,SF
"Duncan, Mitch",2013,geelong,PF
"Enright, Corey",2013,geelong,R1
"Enright, Corey",2013,geelong,R2
"Enright, Corey",2013,geelong,R3
"Enright, Corey",2013,geelong,R4
"Enright, Corey",2013,geelong,R5
"Enright, Corey",2013,geelong,R6
"Enright, Corey",2013,geelong,R7
"Enright, Corey",2013,geelong,R8
"Enright, Corey",2013,geelong,R9
"Enright, Corey",2013,geelong,R10
"Enright, Corey",2013,geelong,R11
"Enright, Corey",2013,geelong,R13
"Enright, Corey",2013,geelong,R14
"Enright, Corey",2013,geelong,R15
"Enright, Corey",2013,geelong,R17
"Enright, Corey",2013,geelong,R18
"Enright, Corey",2013,geelong,R19
"Enright, Corey",2013,geelong,R20
"Enright, Corey",2013,geelong,R21
"Enright, Corey",2013,geelong,R22
"Enright, Corey",2013,geelong,R23
"Enright, Corey",2013,geelong,QF
"Guthrie, Cameron",2013,geelong,R5
"Guthrie, Cameron",2013,geelong,R6
"Guthrie, Cameron",2013,geelong,R7
"Guthrie, Cameron",2013,geelong,R8
"Guthrie, Cameron",2013,geelong,R9
"Guthrie, Cameron",2013,geelong,R10
"Guthrie, Cameron",2013,geelong,R11
"Guthrie, Cameron",2013,geelong,R13
"Guthrie, Cameron",2013,geelong,R14
"Guthrie, Cameron",2013,geelong,R15
"Guthrie, Cameron",2013,geelong,R16
"Guthrie, Cameron",2013,geelong,R17
"Guthrie, Cameron",2013,geelong,R18
"Guthrie, Cameron",2013,geelong,R19
"Guthrie, Cameron",2013,geelong,R20
"Guthrie, Cameron",2013,geelong,R21
"Guthrie, Cameron",2013,geelong,R22
"Guthrie, Cameron",2013,geelong,QF
"Guthrie, Cameron",2013,geelong,SF
"Guthrie, Cameron",2013,geelong,PF
"Hawkins, Tom",2013,geelong,R1
"Hawkins, Tom",2013,geelong,R2
"Hawkins, Tom",2013,geelong,R3
"Hawkins, Tom",2013,geelong,R4
"Hawkins, Tom",2013,geelong,R6
"Hawkins, Tom",2013,geelong,R7
"Hawkins, Tom",2013,geelong,R8
"Hawkins, Tom",2013,geelong,R9
"Hawkins, Tom",2013,geelong,R10
"Hawkins, Tom",2013,geelong,R11
"Hawkins, Tom",2013,geelong,R13
"Hawkins, Tom",2013,geelong,R14
"Hawkins, Tom",2013,geelong,R15
"Hawkins, Tom",2013,geelong,R16
"Hawkins, Tom",2013,geelong,R17
"Hawkins, Tom",2013,geelong,R18
"Hawkins, Tom",2013,geelong,R19
"Hawkins, Tom",2013,geelong,R20
"Hawkins, Tom",2013,geelong,R22
"Hawkins, Tom",2013,geelong,R23
"Hawkins, Tom",2013,geelong,SF
"Hawkins, Tom",2013,geelong,PF
"Horlin-Smith, George",2013,geelong,R1
"Horlin-Smith, George",2013,geelong,R4
"Horlin-Smith, George",2013,geelong,R5
"Horlin-Smith, George",2013,geelong,R6
"Horlin-Smith, George",2013,geelong,R7
"Horlin-Smith, George",2013,geelong,R8
"Horlin-Smith, George",2013,geelong,R16
"Horlin-Smith, George",2013,geelong,R18
"Hunt, Josh",2013,geelong,R8
"Hunt, Josh",2013,geelong,R9
"Hunt, Josh",2013,geelong,R10
"Hunt, Josh",2013,geelong,R11
"Hunt, Josh",2013,geelong,R13
"Hunt, Josh",2013,geelong,R14
"Hunt, Josh",2013,geelong,R15
"Hunt, Josh",2013,geelong,R16
"Hunt, Josh",2013,geelong,R17
"Hunt, Josh",2013,geelong,R19
"Hunt, Josh",2013,geelong,SF
"Hunt, Josh",2013,geelong,PF
"Hunt, Taylor",2013,geelong,R1
"Hunt, Taylor",2013,geelong,R2
"Hunt, Taylor",2013,geelong,R3
"Hunt, Taylor",2013,geelong,R4
"Hunt, Taylor",2013,geelong,R5
"Hunt, Taylor",2013,geelong,R6
"Hunt, Taylor",2013,geelong,R7
"Hunt, Taylor",2013,geelong,R13
"Hunt, Taylor",2013,geelong,R14
"Hunt, Taylor",2013,geelong,R15
"Hunt, Taylor",2013,geelong,R16
"Hunt, Taylor",2013,geelong,R18
"Hunt, Taylor",2013,geelong,R19
"Hunt, Taylor",2013,geelong,R23
"Hunt, Taylor",2013,geelong,SF
"Johnson, Steve",2013,geelong,R3
"Johnson, Steve",2013,geelong,R4
"Johnson, Steve",2013,geelong,R5
"Johnson, Steve",2013,geelong,R6
"Johnson, Steve",2013,geelong,R7
"Johnson, Steve",2013,geelong,R9
"Johnson, Steve",2013,geelong,R10
"Johnson, Steve",2013,geelong,R11
"Johnson, Steve",2013,geelong,R13
"Johnson, Steve",2013,geelong,R16
"Johnson, Steve",2013,geelong,R18
"Johnson, Steve",2013,geelong,R19
"Johnson, Steve",2013,geelong,R20
"Johnson, Steve",2013,geelong,R21
"Johnson, Steve",2013,geelong,R22
"Johnson, Steve",2013,geelong,R23
"Johnson, Steve",2013,geelong,QF
"Johnson, Steve",2013,geelong,SF
"Johnson, Steve",2013,geelong,PF
"Kelly, James",2013,geelong,R2
"Kelly, James",2013,geelong,R5
"Kelly, James",2013,geelong,R6
"Kelly, James",2013,geelong,R7
"Kelly, James",2013,geelong,R10
"Kelly, James",2013,geelong,R11
"Kelly, James",2013,geelong,R13
"Kelly, James",2013,geelong,R14
"Kelly, James",2013,geelong,R15
"Kelly, James",2013,geelong,R16
"Kelly, James",2013,geelong,R17
"Kelly, James",2013,geelong,R18
"Kelly, James",2013,geelong,R19
"Kelly, James",2013,geelong,R20
"Kelly, James",2013,geelong,R21
"Kelly, James",2013,geelong,R22
"Kelly, James",2013,geelong,R23
"Kelly, James",2013,geelong,QF
"Kelly, James",2013,geelong,SF
"Kelly, James",2013,geelong,PF
"Lonergan, Tom",2013,geelong,R1
"Lonergan, Tom",2013,geelong,R2
"Lonergan, Tom",2013,geelong,R3
"Lonergan, Tom",2013,geelong,R4
"Lonergan, Tom",2013,geelong,R5
"Lonergan, Tom",2013,geelong,R6
"Lonergan, Tom",2013,geelong,R7
"Lonergan, Tom",2013,geelong,R8
"Lonergan, Tom",2013,geelong,R9
"Lonergan, Tom",2013,geelong,R10
"Lonergan, Tom",2013,geelong,R11
"Lonergan, Tom",2013,geelong,R13
"Lonergan, Tom",2013,geelong,R14
"Lonergan, Tom",2013,geelong,R15
"Lonergan, Tom",2013,geelong,R16
"Lonergan, Tom",2013,geelong,R17
"Lonergan, Tom",2013,geelong,R18
"Lonergan, Tom",2013,geelong,R19
"Lonergan, Tom",2013,geelong,R20
"Lonergan, Tom",2013,geelong,R21
"Lonergan, Tom",2013,geelong,R22
"Lonergan, Tom",2013,geelong,R23
"Lonergan, Tom",2013,geelong,QF
"Lonergan, Tom",2013,geelong,SF
"Lonergan, Tom",2013,geelong,PF
"Mackie, Andrew",2013,geelong,R1
"Mackie, Andrew",2013,geelong,R2
"Mackie, Andrew",2013,geelong,R3
"Mackie, Andrew",2013,geelong,R4
"Mackie, Andrew",2013,geelong,R5
"Mackie, Andrew",2013,geelong,R6
"Mackie, Andrew",2013,geelong,R7
"Mackie, Andrew",2013,geelong,R8
"Mackie, Andrew",2013,geelong,R9
"Mackie, Andrew",2013,geelong,R10
"Mackie, Andrew",2013,geelong,R11
"Mackie, Andrew",2013,geelong,R13
"Mackie, Andrew",2013,geelong,R14
"Mackie, Andrew",2013,geelong,R15
"Mackie, Andrew",2013,geelong,R16
"Mackie, Andrew",2013,geelong,R17
"Mackie, Andrew",2013,geelong,R18
"Mackie, Andrew",2013,geelong,R19
"Mackie, Andrew",2013,geelong,R20
"Mackie, Andrew",2013,geelong,R21
"Mackie, Andrew",2013,geelong,R22
"Mackie, Andrew",2013,geelong,R23
"Mackie, Andrew",2013,geelong,QF
"Mackie, Andrew",2013,geelong,SF
"Mackie, Andrew",2013,geelong,PF
"Motlop, Steven",2013,geelong,R1
"Motlop, Steven",2013,geelong,R2
"Motlop, Steven",2013,geelong,R3
"Motlop, Steven",2013,geelong,R4
"Motlop, Steven",2013,geelong,R5
"Motlop, Steven",2013,geelong,R6
"Motlop, Steven",2013,geelong,R7
"Motlop, Steven",2013,geelong,R8
"Motlop, Steven",2013,geelong,R9
"Motlop, Steven",2013,geelong,R10
"Motlop, Steven",2013,geelong,R13
"Motlop, Steven",2013,geelong,R14
"Motlop, Steven",2013,geelong,R15
"Motlop, Steven",2013,geelong,R16
"Motlop, Steven",2013,geelong,R17
"Motlop, Steven",2013,geelong,R18
"Motlop, Steven",2013,geelong,R19
"Motlop, Steven",2013,geelong,R20
"Motlop, Steven",2013,geelong,R21
"Motlop, Steven",2013,geelong,R22
"Motlop, Steven",2013,geelong,R23
"Motlop, Steven",2013,geelong,QF
"Motlop, Steven",2013,geelong,SF
"Motlop, Steven",2013,geelong,PF
"Murdoch, Jordan",2013,geelong,R1
"Murdoch, Jordan",2013,geelong,R3
"Murdoch, Jordan",2013,geelong,R6
"Murdoch, Jordan",2013,geelong,R11
"Murdoch, Jordan",2013,geelong,R13
"Murdoch, Jordan",2013,geelong,R14
"Murdoch, Jordan",2013,geelong,R15
"Murdoch, Jordan",2013,geelong,R16
"Murdoch, Jordan",2013,geelong,R17
"Murdoch, Jordan",2013,geelong,R21
"Murdoch, Jordan",2013,geelong,PF
"Podsiadly, James",2013,geelong,R1
"Podsiadly, James",2013,geelong,R2
"Podsiadly, James",2013,geelong,R3
"Podsiadly, James",2013,geelong,R4
"Podsiadly, James",2013,geelong,R5
"Podsiadly, James",2013,geelong,R6
"Podsiadly, James",2013,geelong,R7
"Podsiadly, James",2013,geelong,R8
"Podsiadly, James",2013,geelong,R9
"Podsiadly, James",2013,geelong,R11
"Podsiadly, James",2013,geelong,R13
"Podsiadly, James",2013,geelong,R14
"Podsiadly, James",2013,geelong,R15
"Podsiadly, James",2013,geelong,R16
"Podsiadly, James",2013,geelong,R17
"Podsiadly, James",2013,geelong,R18
"Podsiadly, James",2013,geelong,R20
"Podsiadly, James",2013,geelong,R21
"Podsiadly, James",2013,geelong,R22
"Podsiadly, James",2013,geelong,R23
"Podsiadly, James",2013,geelong,QF
"Podsiadly, James",2013,geelong,SF
"Podsiadly, James",2013,geelong,PF
"Rivers, Jared",2013,geelong,R1
"Rivers, Jared",2013,geelong,R4
"Rivers, Jared",2013,geelong,R5
"Rivers, Jared",2013,geelong,R20
"Rivers, Jared",2013,geelong,R21
"Rivers, Jared",2013,geelong,R22
"Rivers, Jared",2013,geelong,R23
"Rivers, Jared",2013,geelong,QF
"Rivers, Jared",2013,geelong,SF
"Rivers, Jared",2013,geelong,PF
"Schroder, Jordan",2013,geelong,R7
"Schroder, Jordan",2013,geelong,R8
"Schroder, Jordan",2013,geelong,R9
"Schroder, Jordan",2013,geelong,R10
"Selwood, Joel",2013,geelong,R1
"Selwood, Joel",2013,geelong,R2
"Selwood, Joel",2013,geelong,R3
"Selwood, Joel",2013,geelong,R4
"Selwood, Joel",2013,geelong,R5
"Selwood, Joel",2013,geelong,R6
"Selwood, Joel",2013,geelong,R7
"Selwood, Joel",2013,geelong,R8
"Selwood, Joel",2013,geelong,R9
"Selwood, Joel",2013,geelong,R10
"Selwood, Joel",2013,geelong,R11
"Selwood, Joel",2013,geelong,R13
"Selwood, Joel",2013,geelong,R14
"Selwood, Joel",2013,geelong,R15
"Selwood, Joel",2013,geelong,R16
"Selwood, Joel",2013,geelong,R17
"Selwood, Joel",2013,geelong,R18
"Selwood, Joel",2013,geelong,R19
"Selwood, Joel",2013,geelong,R20
"Selwood, Joel",2013,geelong,R21
"Selwood, Joel",2013,geelong,R22
"Selwood, Joel",2013,geelong,R23
"Selwood, Joel",2013,geelong,QF
"Selwood, Joel",2013,geelong,SF
"Selwood, Joel",2013,geelong,PF
"Simpson, Dawson",2013,geelong,R13
"Simpson, Dawson",2013,geelong,R14
"Simpson, Dawson",2013,geelong,R15
"Simpson, Dawson",2013,geelong,R16
"Simpson, Dawson",2013,geelong,R17
"Simpson, Dawson",2013,geelong,R18
"Smedts, Billie",2013,geelong,R1
"Smedts, Billie",2013,geelong,R2
"Smedts, Billie",2013,geelong,R3
"Smedts, Billie",2013,geelong,R4
"Smedts, Billie",2013,geelong,R5
"Smedts, Billie",2013,geelong,R6
"Smedts, Billie",2013,geelong,R7
"Smedts, Billie",2013,geelong,R8
"Smedts, Billie",2013,geelong,R11
"Smedts, Billie",2013,geelong,R16
"Smedts, Billie",2013,geelong,R17
"Smedts, Billie",2013,geelong,R18
"Smedts, Billie",2013,geelong,R19
"Stokes, Mathew",2013,geelong,R1
"Stokes, Mathew",2013,geelong,R2
"Stokes, Mathew",2013,geelong,R3
"Stokes, Mathew",2013,geelong,R4
"Stokes, Mathew",2013,geelong,R5
"Stokes, Mathew",2013,geelong,R6
"Stokes, Mathew",2013,geelong,R7
"Stokes, Mathew",2013,geelong,R8
"Stokes, Mathew",2013,geelong,R9
"Stokes, Mathew",2013,geelong,R10
"Stokes, Mathew",2013,geelong,R11
"Stokes, Mathew",2013,geelong,R13
"Stokes, Mathew",2013,geelong,R14
"Stokes, Mathew",2013,geelong,R15
"Stokes, Mathew",2013,geelong,R17
"Stokes, Mathew",2013,geelong,R18
"Stokes, Mathew",2013,geelong,R19
"Stokes, Mathew",2013,geelong,R20
"Stokes, Mathew",2013,geelong,R21
"Stokes, Mathew",2013,geelong,R22
"Stokes, Mathew",2013,geelong,R23
"Stokes, Mathew",2013,geelong,QF
"Stokes, Mathew",2013,geelong,SF
"Stokes, Mathew",2013,geelong,PF
"Stringer, Jesse",2013,geelong,R11
"Stringer, Jesse",2013,geelong,R13
"Stringer, Jesse",2013,geelong,R14
"Stringer, Jesse",2013,geelong,R15
"Stringer, Jesse",2013,geelong,R16
"Stringer, Jesse",2013,geelong,R17
"Stringer, Jesse",2013,geelong,R20
"Taylor, Harry",2013,geelong,R1
"Taylor, Harry",2013,geelong,R2
"Taylor, Harry",2013,geelong,R3
"Taylor, Harry",2013,geelong,R4
"Taylor, Harry",2013,geelong,R5
"Taylor, Harry",2013,geelong,R6
"Taylor, Harry",2013,geelong,R7
"Taylor, Harry",2013,geelong,R8
"Taylor, Harry",2013,geelong,R9
"Taylor, Harry",2013,geelong,R10
"Taylor, Harry",2013,geelong,R13
"Taylor, Harry",2013,geelong,R14
"Taylor, Harry",2013,geelong,R15
"Taylor, Harry",2013,geelong,R16
"Taylor, Harry",2013,geelong,R17
"Taylor, Harry",2013,geelong,R18
"Taylor, Harry",2013,geelong,R19
"Taylor, Harry",2013,geelong,R20
"Taylor, Harry",2013,geelong,R21
"Taylor, Harry",2013,geelong,R22
"Taylor, Harry",2013,geelong,R23
"Taylor, Harry",2013,geelong,QF
"Taylor, Harry",2013,geelong,SF
"Taylor, Harry",2013,geelong,PF
"Thurlow, Jackson",2013,geelong,R7
"Thurlow, Jackson",2013,geelong,R8
"Thurlow, Jackson",2013,geelong,R9
"Thurlow, Jackson",2013,geelong,R11
"Varcoe, Travis",2013,geelong,R1
"Varcoe, Travis",2013,geelong,R2
"Varcoe, Travis",2013,geelong,R3
"Varcoe, Travis",2013,geelong,R16
"Varcoe, Travis",2013,geelong,R17
"Varcoe, Travis",2013,geelong,R18
"Varcoe, Travis",2013,geelong,R19
"Varcoe, Travis",2013,geelong,R20
"Varcoe, Travis",2013,geelong,R21
"Varcoe, Travis",2013,geelong,R22
"Varcoe, Travis",2013,geelong,R23
"Varcoe, Travis",2013,geelong,QF
"Varcoe, Travis",2013,geelong,SF
"Varcoe, Travis",2013,geelong,PF
"Vardy, Nathan",2013,geelong,R10
"Vardy, Nathan",2013,geelong,R11
"Vardy, Nathan",2013,geelong,R18
"Vardy, Nathan",2013,geelong,R19
"Vardy, Nathan",2013,geelong,R20
"Vardy, Nathan",2013,geelong,R21
"Vardy, Nathan",2013,geelong,R22
"Vardy, Nathan",2013,geelong,QF
"Vardy, Nathan",2013,geelong,SF
"Vardy, Nathan",2013,geelong,PF
"Walker, Josh",2013,geelong,R20
"Walker, Josh",2013,geelong,R21
"Walker, Josh",2013,geelong,QF
"West, Trent",2013,geelong,R1
"West, Trent",2013,geelong,R2
"West, Trent",2013,geelong,R3
"West, Trent",2013,geelong,R4
"West, Trent",2013,geelong,R5
"West, Trent",2013,geelong,R6
"West, Trent",2013,geelong,R7
"West, Trent",2013,geelong,R8
"West, Trent",2013,geelong,R9
"West, Trent",2013,geelong,R10
"West, Trent",2013,geelong,R11
"West, Trent",2013,geelong,R19
"West, Trent",2013,geelong,R23
"Bartel, Jimmy",2014,geelong,R1
"Bartel, Jimmy",2014,geelong,R2
"Bartel, Jimmy",2014,geelong,R3
"Bartel, Jimmy",2014,geelong,R4
"Bartel, Jimmy",2014,geelong,R5
"Bartel, Jimmy",2014,geelong,R6
"Bartel, Jimmy",2014,geelong,R7
"Bartel, Jimmy",2014,geelong,R9
"Bartel, Jimmy",2014,geelong,R10
"Bartel, Jimmy",2014,geelong,R11
"Bartel, Jimmy",2014,geelong,R12
"Bartel, Jimmy",2014,geelong,R13
"Bartel, Jimmy",2014,geelong,R14
"Bartel, Jimmy",2014,geelong,R15
"Bartel, Jimmy",2014,geelong,R16
"Bartel, Jimmy",2014,geelong,R17
"Bartel, Jimmy",2014,geelong,R18
"Bartel, Jimmy",2014,geelong,R19
"Bartel, Jimmy",2014,geelong,R20
"Bartel, Jimmy",2014,geelong,R22
"Bartel, Jimmy",2014,geelong,R23
"Bartel, Jimmy",2014,geelong,QF
"Bartel, Jimmy",2014,geelong,SF
"Bews, Jed",2014,geelong,R9
"Bews, Jed",2014,geelong,R10
"Bews, Jed",2014,geelong,R11
"Bews, Jed",2014,geelong,R12
"Bews, Jed",2014,geelong,R15
"Bews, Jed",2014,geelong,R16
"Bews, Jed",2014,geelong,R21
"Blicavs, Mark",2014,geelong,R1
"Blicavs, Mark",2014,geelong,R2
"Blicavs, Mark",2014,geelong,R3
"Blicavs, Mark",2014,geelong,R4
"Blicavs, Mark",2014,geelong,R5
"Blicavs, Mark",2014,geelong,R6
"Blicavs, Mark",2014,geelong,R7
"Blicavs, Mark",2014,geelong,R9
"Blicavs, Mark",2014,geelong,R10
"Blicavs, Mark",2014,geelong,R11
"Blicavs, Mark",2014,geelong,R12
"Blicavs, Mark",2014,geelong,R13
"Blicavs, Mark",2014,geelong,R14
"Blicavs, Mark",2014,geelong,R15
"Blicavs, Mark",2014,geelong,R16
"Blicavs, Mark",2014,geelong,R17
"Blicavs, Mark",2014,geelong,R19
"Blicavs, Mark",2014,geelong,R20
"Blicavs, Mark",2014,geelong,R21
"Blicavs, Mark",2014,geelong,R22
"Blicavs, Mark",2014,geelong,R23
"Blicavs, Mark",2014,geelong,QF
"Blicavs, Mark",2014,geelong,SF
"Brown, Mitch",2014,geelong,R1
"Brown, Mitch",2014,geelong,R2
"Brown, Mitch",2014,geelong,R3
"Brown, Mitch",2014,geelong,R23
"Brown, Mitch",2014,geelong,SF
"Burbury, George",2014,geelong,R3
"Burbury, George",2014,geelong,R4
"Burbury, George",2014,geelong,R5
"Burbury, George",2014,geelong,R6
"Burbury, George",2014,geelong,R7
"Caddy, Josh",2014,geelong,R1
"Caddy, Josh",2014,geelong,R2
"Caddy, Josh",2014,geelong,R3
"Caddy, Josh",2014,geelong,R4
"Caddy, Josh",2014,geelong,R14
"Caddy, Josh",2014,geelong,R15
"Caddy, Josh",2014,geelong,R16
"Caddy, Josh",2014,geelong,R17
"Caddy, Josh",2014,geelong,R18
"Caddy, Josh",2014,geelong,R19
"Caddy, Josh",2014,geelong,R20
"Caddy, Josh",2014,geelong,R21
"Caddy, Josh",2014,geelong,R22
"Caddy, Josh",2014,geelong,R23
"Caddy, Josh",2014,geelong,QF
"Caddy, Josh",2014,geelong,SF
"Christensen, Allen",2014,geelong,R14
"Christensen, Allen",2014,geelong,R15
"Christensen, Allen",2014,geelong,R16
"Christensen, Allen",2014,geelong,R17
"Christensen, Allen",2014,geelong,R19
"Christensen, Allen",2014,geelong,R20
"Christensen, Allen",2014,geelong,R21
"Christensen, Allen",2014,geelong,R22
"Duncan, Mitch",2014,geelong,R1
"Duncan, Mitch",2014,geelong,R2
"Duncan, Mitch",2014,geelong,R3
"Duncan, Mitch",2014,geelong,R4
"Duncan, Mitch",2014,geelong,R5
"Duncan, Mitch",2014,geelong,R6
"Duncan, Mitch",2014,geelong,R7
"Duncan, Mitch",2014,geelong,R9
"Duncan, Mitch",2014,geelong,R10
"Duncan, Mitch",2014,geelong,R11
"Duncan, Mitch",2014,geelong,R12
"Duncan, Mitch",2014,geelong,R13
"Duncan, Mitch",2014,geelong,R14
"Duncan, Mitch",2014,geelong,R15
"Duncan, Mitch",2014,geelong,R16
"Duncan, Mitch",2014,geelong,R17
"Duncan, Mitch",2014,geelong,R18
"Duncan, Mitch",2014,geelong,R19
"Duncan, Mitch",2014,geelong,R20
"Duncan, Mitch",2014,geelong,R21
"Duncan, Mitch",2014,geelong,R22
"Duncan, Mitch",2014,geelong,R23
"Duncan, Mitch",2014,geelong,QF
"Duncan, Mitch",2014,geelong,SF
"Enright, Corey",2014,geelong,R1
"Enright, Corey",2014,geelong,R2
"Enright, Corey",2014,geelong,R4
"Enright, Corey",2014,geelong,R5
"Enright, Corey",2014,geelong,R6
"Enright, Corey",2014,geelong,R7
"Enright, Corey",2014,geelong,R9
"Enright, Corey",2014,geelong,R10
"Enright, Corey",2014,geelong,R12
"Enright, Corey",2014,geelong,R13
"Enright, Corey",2014,geelong,R14
"Enright, Corey",2014,geelong,R15
"Enright, Corey",2014,geelong,R16
"Enright, Corey",2014,geelong,R17
"Enright, Corey",2014,geelong,R18
"Enright, Corey",2014,geelong,R19
"Enright, Corey",2014,geelong,R20
"Enright, Corey",2014,geelong,R21
"Enright, Corey",2014,geelong,R22
"Enright, Corey",2014,geelong,R23
"Enright, Corey",2014,geelong,QF
"Enright, Corey",2014,geelong,SF
"Guthrie, Cameron",2014,geelong,R1
"Guthrie, Cameron",2014,geelong,R2
"Guthrie, Cameron",2014,geelong,R3
"Guthrie, Cameron",2014,geelong,R4
"Guthrie, Cameron",2014,geelong,R5
"Guthrie, Cameron",2014,geelong,R6
"Guthrie, Cameron",2014,geelong,R7
"Guthrie, Cameron",2014,geelong,R9
"Guthrie, Cameron",2014,geelong,R10
"Guthrie, Cameron",2014,geelong,R11
"Guthrie, Cameron",2014,geelong,R12
"Guthrie, Cameron",2014,geelong,R13
"Guthrie, Cameron",2014,geelong,R14
"Guthrie, Cameron",2014,geelong,R15
"Guthrie, Cameron",2014,geelong,R16
"Guthrie, Cameron",2014,geelong,R17
"Guthrie, Cameron",2014,geelong,R18
"Guthrie, Cameron",2014,geelong,R19
"Guthrie, Cameron",2014,geelong,R20
"Guthrie, Cameron",2014,geelong,R21
"Guthrie, Cameron",2014,geelong,R22
"Guthrie, Cameron",2014,geelong,R23
"Guthrie, Cameron",2014,geelong,QF
"Guthrie, Cameron",2014,geelong,SF
"Hartman, Brad",2014,geelong,R13
"Hartman, Brad",2014,geelong,R16
"Hartman, Brad",2014,geelong,R17
"Hartman, Brad",2014,geelong,R18
"Hartman, Brad",2014,geelong,R22
"Hawkins, Tom",2014,geelong,R1
"Hawkins, Tom",2014,geelong,R2
"Hawkins, Tom",2014,geelong,R3
"Hawkins, Tom",2014,geelong,R4
"Hawkins, Tom",2014,geelong,R5
"Hawkins, Tom",2014,geelong,R6
"Hawkins, Tom",2014,geelong,R7
"Hawkins, Tom",2014,geelong,R9
"Hawkins, Tom",2014,geelong,R10
"Hawkins, Tom",2014,geelong,R11
"Hawkins, Tom",2014,geelong,R12
"Hawkins, Tom",2014,geelong,R13
"Hawkins, Tom",2014,geelong,R14
"Hawkins, Tom",2014,geelong,R15
"Hawkins, Tom",2014,geelong,R16
"Hawkins, Tom",2014,geelong,R17
"Hawkins, Tom",2014,geelong,R18
"Hawkins, Tom",2014,geelong,R19
"Hawkins, Tom",2014,geelong,R20
"Hawkins, Tom",2014,geelong,R21
"Hawkins, Tom",2014,geelong,R22
"Hawkins, Tom",2014,geelong,R23
"Hawkins, Tom",2014,geelong,QF
"Hawkins, Tom",2014,geelong,SF
"Horlin-Smith, George",2014,geelong,R2
"Horlin-Smith, George",2014,geelong,R3
"Horlin-Smith, George",2014,geelong,R4
"Horlin-Smith, George",2014,geelong,R5
"Horlin-Smith, George",2014,geelong,R6
"Horlin-Smith, George",2014,geelong,R7
"Horlin-Smith, George",2014,geelong,R9
"Horlin-Smith, George",2014,geelong,R10
"Horlin-Smith, George",2014,geelong,R11
"Horlin-Smith, George",2014,geelong,R12
"Horlin-Smith, George",2014,geelong,R13
"Horlin-Smith, George",2014,geelong,R15
"Horlin-Smith, George",2014,geelong,R16
"Horlin-Smith, George",2014,geelong,R17
"Horlin-Smith, George",2014,geelong,R18
"Horlin-Smith, George",2014,geelong,R19
"Horlin-Smith, George",2014,geelong,R20
"Horlin-Smith, George",2014,geelong,R21
"Horlin-Smith, George",2014,geelong,R23
"Horlin-Smith, George",2014,geelong,QF
"Horlin-Smith, George",2014,geelong,SF
"Hunt, Taylor",2014,geelong,R1
"Hunt, Taylor",2014,geelong,R2
"Hunt, Taylor",2014,geelong,R4
"Hunt, Taylor",2014,geelong,R5
"Hunt, Taylor",2014,geelong,R6
"Hunt, Taylor",2014,geelong,R7
"Hunt, Taylor",2014,geelong,R9
"Johnson, Steve",2014,geelong,R1
"Johnson, Steve",2014,geelong,R2
"Johnson, Steve",2014,geelong,R3
"Johnson, Steve",2014,geelong,R4
"Johnson, Steve",2014,geelong,R5
"Johnson, Steve",2014,geelong,R6
"Johnson, Steve",2014,geelong,R7
"Johnson, Steve",2014,geelong,R9
"Johnson, Steve",2014,geelong,R11
"Johnson, Steve",2014,geelong,R12
"Johnson, Steve",2014,geelong,R14
"Johnson, Steve",2014,geelong,R15
"Johnson, Steve",2014,geelong,R16
"Johnson, Steve",2014,geelong,R17
"Johnson, Steve",2014,geelong,R18
"Johnson, Steve",2014,geelong,R19
"Johnson, Steve",2014,geelong,R20
"Johnson, Steve",2014,geelong,QF
"Kelly, James",2014,geelong,R1
"Kelly, James",2014,geelong,R2
"Kelly, James",2014,geelong,R3
"Kelly, James",2014,geelong,R4
"Kelly, James",2014,geelong,R5
"Kelly, James",2014,geelong,R6
"Kelly, James",2014,geelong,R7
"Kelly, James",2014,geelong,R9
"Kelly, James",2014,geelong,R10
"Kelly, James",2014,geelong,R11
"Kelly, James",2014,geelong,R12
"Kelly, James",2014,geelong,R13
"Kelly, James",2014,geelong,R14
"Kelly, James",2014,geelong,R15
"Kelly, James",2014,geelong,R17
"Kelly, James",2014,geelong,R18
"Kelly, James",2014,geelong,R19
"Kelly, James",2014,geelong,R20
"Kelly, James",2014,geelong,R21
"Kelly, James",2014,geelong,R22
"Kelly, James",2014,geelong,R23
"Kelly, James",2014,geelong,QF
"Kelly, James",2014,geelong,SF
"Kersten, Shane",2014,geelong,R14
