team,year,round,score,home_away
goldcoast,2016,R15,108.0,Home
stkilda,2016,R15,68.0,Away
swans,2016,R15,79.0,Home
bullldogs,2016,R15,83.0,Away
carlton,2016,R15,45.0,Home
collingwood,2016,R15,57.0,Away
melbourne,2016,R15,98.0,Home
adelaide,2016,R15,120.0,Away
padelaide,2016,R16,79.0,Home
hawthorn,2016,R16,101.0,Away
geelong,2016,R16,60.0,Home
swans,2016,R16,98.0,Away
gws,2016,R16,93.0,Home
collingwood,2016,R16,125.0,Away
goldcoast,2016,R16,139.0,Home
brisbanel,2016,R16,113.0,Away
bullldogs,2016,R16,85.0,Home
richmond,2016,R16,75.0,Away
melbourne,2016,R16,87.0,Home
fremantle,2016,R16,55.0,Away
carlton,2016,R16,47.0,Home
adelaide,2016,R16,107.0,Away
westcoast,2016,R16,104.0,Home
kangaroos,2016,R16,72.0,Away
essendon,2016,R16,98.0,Home
stkilda,2016,R16,109.0,Away
swans,2016,R17,70.0,Home
hawthorn,2016,R17,75.0,Away
fremantle,2016,R17,61.0,Home
geelong,2016,R17,78.0,Away
richmond,2016,R17,102.0,Home
essendon,2016,R17,83.0,Away
kangaroos,2016,R17,77.0,Home
padelaide,2016,R17,105.0,Away
bullldogs,2016,R17,107.0,Home
goldcoast,2016,R17,59.0,Away
adelaide,2016,R17,97.0,Home
collingwood,2016,R17,69.0,Away
carlton,2016,R17,75.0,Home
westcoast,2016,R17,82.0,Away
stkilda,2016,R17,110.0,Home
melbourne,2016,R17,74.0,Away
brisbanel,2016,R17,67.0,Home
gws,2016,R17,146.0,Away
collingwood,2016,R18,84.0,Home
kangaroos,2016,R18,124.0,Away
swans,2016,R18,74.0,Home
carlton,2016,R18,68.0,Away
goldcoast,2016,R18,105.0,Home
fremantle,2016,R18,81.0,Away
westcoast,2016,R18,66.0,Home
melbourne,2016,R18,60.0,Away
geelong,2016,R18,85.0,Home
adelaide,2016,R18,55.0,Away
bullldogs,2016,R18,60.0,Home
stkilda,2016,R18,75.0,Away
essendon,2016,R18,91.0,Home
brisbanel,2016,R18,128.0,Away
hawthorn,2016,R18,114.0,Home
richmond,2016,R18,44.0,Away
padelaide,2016,R18,60.0,Home
gws,2016,R18,79.0,Away
geelong,2016,R19,103.0,Home
bullldogs,2016,R19,78.0,Away
gws,2016,R19,111.0,Home
richmond,2016,R19,23.0,Away
hawthorn,2016,R19,74.0,Home
carlton,2016,R19,55.0,Away
collingwood,2016,R19,91.0,Home
westcoast,2016,R19,72.0,Away
kangaroos,2016,R19,85.0,Home
stkilda,2016,R19,62.0,Away
brisbanel,2016,R19,79.0,Home
padelaide,2016,R19,173.0,Away
melbourne,2016,R19,66.0,Home
goldcoast,2016,R19,64.0,Away
fremantle,2016,R19,47.0,Home
swans,2016,R19,137.0,Away
adelaide,2016,R19,143.0,Home
essendon,2016,R19,61.0,Away
richmond,2016,R20,92.0,Home
collingwood,2016,R20,77.0,Away
swans,2016,R20,100.0,Home
padelaide,2016,R20,33.0,Away
melbourne,2016,R20,110.0,Home
hawthorn,2016,R20,81.0,Away
goldcoast,2016,R20,84.0,Home
gws,2016,R20,92.0,Away
bullldogs,2016,R20,61.0,Home
kangaroos,2016,R20,47.0,Away
adelaide,2016,R20,177.0,Home
brisbanel,2016,R20,39.0,Away
carlton,2016,R20,51.0,Home
stkilda,2016,R20,122.0,Away
geelong,2016,R20,100.0,Home
essendon,2016,R20,34.0,Away
fremantle,2016,R20,64.0,Home
westcoast,2016,R20,110.0,Away
bullldogs,2016,R21,95.0,Home
collingwood,2016,R21,92.0,Away
brisbanel,2016,R21,99.0,Home
carlton,2016,R21,95.0,Away
hawthorn,2016,R21,96.0,Home
kangaroos,2016,R21,57.0,Away
gws,2016,R21,96.0,Home
westcoast,2016,R21,97.0,Away
stkilda,2016,R21,76.0,Home
swans,2016,R21,146.0,Away
padelaide,2016,R21,54.0,Home
melbourne,2016,R21,94.0,Away
essendon,2016,R21,75.0,Home
goldcoast,2016,R21,69.0,Away
richmond,2016,R21,78.0,Home
geelong,2016,R21,82.0,Away
fremantle,2016,R21,70.0,Home
adelaide,2016,R21,142.0,Away
westcoast,2016,R22,92.0,Home
hawthorn,2016,R22,67.0,Away
kangaroos,2016,R22,76.0,Home
swans,2016,R22,85.0,Away
richmond,2016,R22,46.0,Home
stkilda,2016,R22,55.0,Away
gws,2016,R22,129.0,Home
fremantle,2016,R22,37.0,Away
collingwood,2016,R22,118.0,Home
goldcoast,2016,R22,47.0,Away
padelaide,2016,R22,94.0,Home
adelaide,2016,R22,109.0,Away
carlton,2016,R22,78.0,Home
melbourne,2016,R22,58.0,Away
brisbanel,2016,R22,69.0,Home
geelong,2016,R22,129.0,Away
essendon,2016,R22,53.0,Home
bullldogs,2016,R22,93.0,Away
adelaide,2016,R23,71.0,Home
westcoast,2016,R23,100.0,Away
geelong,2016,R23,155.0,Home
melbourne,2016,R23,44.0,Away
essendon,2016,R23,103.0,Home
carlton,2016,R23,79.0,Away
swans,2016,R23,164.0,Home
richmond,2016,R23,51.0,Away
kangaroos,2016,R23,63.0,Home
gws,2016,R23,100.0,Away
goldcoast,2016,R23,66.0,Home
padelaide,2016,R23,89.0,Away
stkilda,2016,R23,161.0,Home
brisbanel,2016,R23,103.0,Away
hawthorn,2016,R23,112.0,Home
collingwood,2016,R23,111.0,Away
fremantle,2016,R23,69.0,Home
bullldogs,2016,R23,49.0,Away
carlton,2017,R1,89.0,Home
richmond,2017,R1,132.0,Away
collingwood,2017,R1,86.0,Home
bullldogs,2017,R1,100.0,Away
stkilda,2017,R1,90.0,Home
melbourne,2017,R1,120.0,Away
swans,2017,R1,82.0,Home
padelaide,2017,R1,110.0,Away
essendon,2017,R1,116.0,Home
hawthorn,2017,R1,91.0,Away
goldcoast,2017,R1,96.0,Home
brisbanel,2017,R1,98.0,Away
kangaroos,2017,R1,93.0,Home
westcoast,2017,R1,136.0,Away
adelaide,2017,R1,147.0,Home
gws,2017,R1,91.0,Away
fremantle,2017,R1,73.0,Home
geelong,2017,R1,115.0,Away
richmond,2017,R2,99.0,Home
collingwood,2017,R2,80.0,Away
bullldogs,2017,R2,110.0,Home
swans,2017,R2,87.0,Away
hawthorn,2017,R2,89.0,Home
adelaide,2017,R2,113.0,Away
gws,2017,R2,160.0,Home
goldcoast,2017,R2,58.0,Away
brisbanel,2017,R2,84.0,Home
essendon,2017,R2,111.0,Away
westcoast,2017,R2,116.0,Home
stkilda,2017,R2,97.0,Away
geelong,2017,R2,112.0,Home
kangaroos,2017,R2,111.0,Away
melbourne,2017,R2,86.0,Home
carlton,2017,R2,64.0,Away
padelaide,2017,R2,145.0,Home
fremantle,2017,R2,56.0,Away
swans,2017,R3,79.0,Home
collingwood,2017,R3,80.0,Away
kangaroos,2017,R3,67.0,Home
gws,2017,R3,109.0,Away
richmond,2017,R3,76.0,Home
westcoast,2017,R3,65.0,Away
geelong,2017,R3,126.0,Home
melbourne,2017,R3,97.0,Away
fremantle,2017,R3,89.0,Home
bullldogs,2017,R3,73.0,Away
padelaide,2017,R3,83.0,Home
adelaide,2017,R3,100.0,Away
stkilda,2017,R3,107.0,Home
brisbanel,2017,R3,76.0,Away
carlton,2017,R3,57.0,Home
essendon,2017,R3,42.0,Away
goldcoast,2017,R3,139.0,Home
hawthorn,2017,R3,53.0,Away
westcoast,2017,R4,91.0,Home
swans,2017,R4,65.0,Away
kangaroos,2017,R4,86.0,Home
bullldogs,2017,R4,89.0,Away
melbourne,2017,R4,104.0,Home
fremantle,2017,R4,106.0,Away
gws,2017,R4,112.0,Home
padelaide,2017,R4,81.0,Away
carlton,2017,R4,82.0,Home
goldcoast,2017,R4,108.0,Away
adelaide,2017,R4,153.0,Home
essendon,2017,R4,88.0,Away
collingwood,2017,R4,55.0,Home
stkilda,2017,R4,69.0,Away
brisbanel,2017,R4,67.0,Home
richmond,2017,R4,119.0,Away
hawthorn,2017,R4,48.0,Home
geelong,2017,R4,134.0,Away
padelaide,2017,R5,137.0,Home
carlton,2017,R5,47.0,Away
bullldogs,2017,R5,122.0,Home
brisbanel,2017,R5,90.0,Away
goldcoast,2017,R5,86.0,Home
adelaide,2017,R5,153.0,Away
swans,2017,R5,63.0,Home
gws,2017,R5,105.0,Away
fremantle,2017,R5,67.0,Home
kangaroos,2017,R5,62.0,Away
stkilda,2017,R5,88.0,Home
geelong,2017,R5,126.0,Away
hawthorn,2017,R5,125.0,Home
westcoast,2017,R5,75.0,Away
richmond,2017,R5,88.0,Home
melbourne,2017,R5,75.0,Away
essendon,2017,R5,100.0,Home
collingwood,2017,R5,82.0,Away
gws,2017,R6,75.0,Home
bullldogs,2017,R6,73.0,Away
hawthorn,2017,R6,55.0,Home
stkilda,2017,R6,130.0,Away
carlton,2017,R6,97.0,Home
swans,2017,R6,78.0,Away
brisbanel,2017,R6,67.0,Home
padelaide,2017,R6,150.0,Away
kangaroos,2017,R6,107.0,Home
goldcoast,2017,R6,94.0,Away
westcoast,2017,R6,103.0,Home
fremantle,2017,R6,62.0,Away
essendon,2017,R6,74.0,Home
melbourne,2017,R6,112.0,Away
geelong,2017,R6,78.0,Home
collingwood,2017,R6,107.0,Away
adelaide,2017,R6,140.0,Home
richmond,2017,R6,64.0,Away
stkilda,2017,R7,108.0,Home
gws,2017,R7,85.0,Away
kangaroos,2017,R7,145.0,Home
adelaide,2017,R7,86.0,Away
collingwood,2017,R7,56.0,Home
carlton,2017,R7,79.0,Away
padelaide,2017,R7,87.0,Home
westcoast,2017,R7,97.0,Away
bullldogs,2017,R7,80.0,Home
richmond,2017,R7,75.0,Away
goldcoast,2017,R7,124.0,Home
geelong,2017,R7,99.0,Away
swans,2017,R7,135.0,Home
brisbanel,2017,R7,81.0,Away
melbourne,2017,R7,91.0,Home
hawthorn,2017,R7,94.0,Away
fremantle,2017,R7,116.0,Home
essendon,2017,R7,79.0,Away
westcoast,2017,R8,69.0,Home
bullldogs,2017,R8,61.0,Away
hawthorn,2017,R8,113.0,Home
brisbanel,2017,R8,75.0,Away
stkilda,2017,R8,85.0,Home
carlton,2017,R8,66.0,Away
gws,2017,R8,102.0,Home
collingwood,2017,R8,99.0,Away
essendon,2017,R8,110.0,Home
geelong,2017,R8,93.0,Away
adelaide,2017,R8,66.0,Home
melbourne,2017,R8,107.0,Away
richmond,2017,R8,70.0,Home
fremantle,2017,R8,72.0,Away
goldcoast,2017,R8,38.0,Home
padelaide,2017,R8,110.0,Away
kangaroos,2017,R8,78.0,Home
swans,2017,R8,120.0,Away
geelong,2017,R9,104.0,Home
bullldogs,2017,R9,81.0,Away
stkilda,2017,R9,68.0,Home
swans,2017,R9,118.0,Away
gws,2017,R9,78.0,Home
richmond,2017,R9,75.0,Away
brisbanel,2017,R9,60.0,Home
adelaide,2017,R9,140.0,Away
collingwood,2017,R9,90.0,Home
hawthorn,2017,R9,72.0,Away
essendon,2017,R9,125.0,Home
westcoast,2017,R9,64.0,Away
melbourne,2017,R9,90.0,Home
kangaroos,2017,R9,104.0,Away
fremantle,2017,R9,86.0,Home
carlton,2017,R9,51.0,Away
geelong,2017,R10,81.0,Home
padelaide,2017,R10,79.0,Away
swans,2017,R10,75.0,Home
hawthorn,2017,R10,81.0,Away
bullldogs,2017,R10,90.0,Home
stkilda,2017,R10,50.0,Away
melbourne,2017,R10,122.0,Home
goldcoast,2017,R10,87.0,Away
richmond,2017,R10,81.0,Home
essendon,2017,R10,66.0,Away
adelaide,2017,R10,143.0,Home
fremantle,2017,R10,43.0,Away
collingwood,2017,R10,129.0,Home
brisbanel,2017,R10,84.0,Away
carlton,2017,R10,96.0,Home
kangaroos,2017,R10,113.0,Away
westcoast,2017,R10,90.0,Home
gws,2017,R10,98.0,Away
padelaide,2017,R11,98.0,Home
hawthorn,2017,R11,47.0,Away
geelong,2017,R11,96.0,Home
adelaide,2017,R11,74.0,Away
goldcoast,2017,R11,80.0,Home
westcoast,2017,R11,77.0,Away
gws,2017,R11,117.0,Home
essendon,2017,R11,101.0,Away
kangaroos,2017,R11,66.0,Home
richmond,2017,R11,101.0,Away
fremantle,2017,R11,85.0,Home
collingwood,2017,R11,105.0,Away
swans,2017,R12,88.0,Home
bullldogs,2017,R12,42.0,Away
adelaide,2017,R12,111.0,Home
stkilda,2017,R12,54.0,Away
hawthorn,2017,R12,79.0,Home
goldcoast,2017,R12,95.0,Away
brisbanel,2017,R12,121.0,Home
fremantle,2017,R12,64.0,Away
essendon,2017,R12,131.0,Home
padelaide,2017,R12,61.0,Away
carlton,2017,R12,71.0,Home
gws,2017,R12,70.0,Away
melbourne,2017,R12,104.0,Home
collingwood,2017,R12,100.0,Away
westcoast,2017,R13,83.0,Home
geelong,2017,R13,70.0,Away
kangaroos,2017,R13,72.0,Home
stkilda,2017,R13,89.0,Away
richmond,2017,R13,71.0,Home
swans,2017,R13,80.0,Away
padelaide,2017,R13,121.0,Home
brisbanel,2017,R13,81.0,Away
goldcoast,2017,R13,73.0,Home
carlton,2017,R13,83.0,Away
bullldogs,2017,R13,56.0,Home
melbourne,2017,R13,113.0,Away
adelaide,2017,R14,82.0,Home
hawthorn,2017,R14,96.0,Away
swans,2017,R14,86.0,Home
essendon,2017,R14,85.0,Away
collingwood,2017,R14,62.0,Home
padelaide,2017,R14,93.0,Away
brisbanel,2017,R14,86.0,Home
gws,2017,R14,146.0,Away
bullldogs,2017,R14,107.0,Home
kangaroos,2017,R14,106.0,Away
westcoast,2017,R14,96.0,Home
melbourne,2017,R14,99.0,Away
geelong,2017,R14,74.0,Home
fremantle,2017,R14,72.0,Away
richmond,2017,R14,84.0,Home
carlton,2017,R14,58.0,Away
stkilda,2017,R14,103.0,Home
goldcoast,2017,R14,72.0,Away
melbourne,2017,R15,50.0,Home
swans,2017,R15,85.0,Away
bullldogs,2017,R15,80.0,Home
westcoast,2017,R15,87.0,Away
carlton,2017,R15,77.0,Home
adelaide,2017,R15,89.0,Away
goldcoast,2017,R15,118.0,Home
kangaroos,2017,R15,99.0,Away
gws,2017,R15,68.0,Home
geelong,2017,R15,68.0,Away
adelaide,2017,R16,104.0,Home
bullldogs,2017,R16,45.0,Away
hawthorn,2017,R16,97.0,Home
gws,2017,R16,97.0,Away
stkilda,2017,R17,57.0,Home
essendon,2017,R17,118.0,Away
geelong,2017,R17,88.0,Home
hawthorn,2017,R17,85.0,Away
padelaide,2017,R17,127.0,Home
kangaroos,2017,R17,57.0,Away
goldcoast,2017,R17,88.0,Home
collingwood,2017,R17,103.0,Away
gws,2017,R17,83.0,Home
swans,2017,R17,96.0,Away
melbourne,2017,R17,70.0,Home
adelaide,2017,R17,116.0,Away
richmond,2017,R17,112.0,Home
brisbanel,2017,R17,81.0,Away
carlton,2017,R17,62.0,Home
bullldogs,2017,R17,82.0,Away
fremantle,2017,R17,44.0,Home
westcoast,2017,R17,74.0,Away
adelaide,2017,R18,91.0,Home
geelong,2017,R18,70.0,Away
essendon,2017,R18,132.0,Home
kangaroos,2017,R18,105.0,Away
melbourne,2017,R18,88.0,Home
padelaide,2017,R18,65.0,Away
bullldogs,2017,R18,110.0,Home
goldcoast,2017,R18,56.0,Away
swans,2017,R18,101.0,Home
stkilda,2017,R18,59.0,Away
fremantle,2017,R18,48.0,Home
hawthorn,2017,R18,100.0,Away
richmond,2017,R18,64.0,Home
gws,2017,R18,45.0,Away
collingwood,2017,R18,93.0,Home
westcoast,2017,R18,85.0,Away
brisbanel,2017,R18,112.0,Home
carlton,2017,R18,82.0,Away
hawthorn,2017,R19,72.0,Home
swans,2017,R19,66.0,Away
kangaroos,2017,R19,76.0,Home
melbourne,2017,R19,72.0,Away
gws,2017,R19,98.0,Home
fremantle,2017,R19,86.0,Away
padelaide,2017,R19,63.0,Home
stkilda,2017,R19,61.0,Away
carlton,2017,R19,58.0,Home
geelong,2017,R19,123.0,Away
goldcoast,2017,R19,65.0,Home
richmond,2017,R19,98.0,Away
bullldogs,2017,R19,127.0,Home
essendon,2017,R19,97.0,Away
collingwood,2017,R19,103.0,Home
adelaide,2017,R19,103.0,Away
geelong,2017,R20,61.0,Home
swans,2017,R20,107.0,Away
gws,2017,R20,97.0,Home
melbourne,2017,R20,62.0,Away
essendon,2017,R20,84.0,Home
carlton,2017,R20,76.0,Away
brisbanel,2017,R20,89.0,Home
bullldogs,2017,R20,103.0,Away
kangaroos,2017,R20,57.0,Home
collingwood,2017,R20,111.0,Away
fremantle,2017,R20,90.0,Home
goldcoast,2017,R20,67.0,Away
stkilda,2017,R20,103.0,Home
westcoast,2017,R20,95.0,Away
richmond,2017,R20,93.0,Home
hawthorn,2017,R20,64.0,Away
adelaide,2017,R20,130.0,Home
padelaide,2017,R20,46.0,Away
bullldogs,2017,R21,57.0,Home
gws,2017,R21,105.0,Away
swans,2017,R21,143.0,Home
fremantle,2017,R21,39.0,Away
geelong,2017,R21,80.0,Home
richmond,2017,R21,66.0,Away
brisbanel,2017,R21,142.0,Home
goldcoast,2017,R21,84.0,Away
essendon,2017,R21,80.0,Home
adelaide,2017,R21,123.0,Away
westcoast,2017,R21,100.0,Home
carlton,2017,R21,83.0,Away
melbourne,2017,R21,96.0,Home
stkilda,2017,R21,72.0,Away
hawthorn,2017,R21,116.0,Home
kangaroos,2017,R21,89.0,Away
padelaide,2017,R21,98.0,Home
collingwood,2017,R21,71.0,Away
adelaide,2017,R22,80.0,Home
swans,2017,R22,83.0,Away
bullldogs,2017,R22,79.0,Home
padelaide,2017,R22,96.0,Away
collingwood,2017,R22,59.0,Home
geelong,2017,R22,70.0,Away
gws,2017,R22,81.0,Home
westcoast,2017,R22,60.0,Away
carlton,2017,R22,77.0,Home
hawthorn,2017,R22,70.0,Away
goldcoast,2017,R22,57.0,Home
essendon,2017,R22,90.0,Away
melbourne,2017,R22,104.0,Home
brisbanel,2017,R22,91.0,Away
stkilda,2017,R22,127.0,Home
kangaroos,2017,R22,78.0,Away
fremantle,2017,R22,51.0,Home
richmond,2017,R22,155.0,Away
hawthorn,2017,R23,99.0,Home
bullldogs,2017,R23,90.0,Away
collingwood,2017,R23,99.0,Home
melbourne,2017,R23,83.0,Away
brisbanel,2017,R23,79.0,Home
kangaroos,2017,R23,130.0,Away
swans,2017,R23,138.0,Home
carlton,2017,R23,57.0,Away
geelong,2017,R23,103.0,Home
gws,2017,R23,59.0,Away
padelaide,2017,R23,135.0,Home
goldcoast,2017,R23,20.0,Away
essendon,2017,R23,107.0,Home
fremantle,2017,R23,92.0,Away
richmond,2017,R23,122.0,Home
stkilda,2017,R23,81.0,Away
westcoast,2017,R23,100.0,Home
adelaide,2017,R23,71.0,Away
richmond,2018,R1,121.0,Home
carlton,2018,R1,95.0,Away
essendon,2018,R1,99.0,Home
adelaide,2018,R1,87.0,Away
stkilda,2018,R1,107.0,Home
brisbanel,2018,R1,82.0,Away
padelaide,2018,R1,110.0,Home
fremantle,2018,R1,60.0,Away
goldcoast,2018,R1,55.0,Home
kangaroos,2018,R1,39.0,Away
hawthorn,2018,R1,101.0,Home
collingwood,2018,R1,67.0,Away
gws,2018,R1,133.0,Home
bullldogs,2018,R1,51.0,Away
melbourne,2018,R1,94.0,Home
geelong,2018,R1,97.0,Away
westcoast,2018,R1,86.0,Home
swans,2018,R1,115.0,Away
adelaide,2018,R2,118.0,Home
richmond,2018,R2,82.0,Away
kangaroos,2018,R2,95.0,Home
stkilda,2018,R2,43.0,Away
carlton,2018,R2,67.0,Home
goldcoast,2018,R2,101.0,Away
collingwood,2018,R2,79.0,Home
gws,2018,R2,95.0,Away
brisbanel,2018,R2,74.0,Home
melbourne,2018,R2,100.0,Away
fremantle,2018,R2,106.0,Home
essendon,2018,R2,90.0,Away
bullldogs,2018,R2,70.0,Home
westcoast,2018,R2,121.0,Away
swans,2018,R2,71.0,Home
padelaide,2018,R2,94.0,Away
geelong,2018,R2,117.0,Home
hawthorn,2018,R2,118.0,Away
carlton,2018,R3,76.0,Home
collingwood,2018,R3,100.0,Away
padelaide,2018,R3,97.0,Home
brisbanel,2018,R3,92.0,Away
melbourne,2018,R3,123.0,Home
kangaroos,2018,R3,86.0,Away
goldcoast,2018,R3,68.0,Home
fremantle,2018,R3,96.0,Away
stkilda,2018,R3,55.0,Home
adelaide,2018,R3,104.0,Away
swans,2018,R3,103.0,Home
gws,2018,R3,87.0,Away
richmond,2018,R3,102.0,Home
hawthorn,2018,R3,89.0,Away
bullldogs,2018,R3,104.0,Home
essendon,2018,R3,83.0,Away
westcoast,2018,R3,95.0,Home
geelong,2018,R3,80.0,Away
adelaide,2018,R4,58.0,Home
collingwood,2018,R4,106.0,Away
gws,2018,R4,82.0,Home
fremantle,2018,R4,51.0,Away
richmond,2018,R4,110.0,Home
brisbanel,2018,R4,17.0,Away
bullldogs,2018,R4,79.0,Home
swans,2018,R4,86.0,Away
kangaroos,2018,R4,116.0,Home
carlton,2018,R4,30.0,Away
westcoast,2018,R4,139.0,Home
goldcoast,2018,R4,59.0,Away
essendon,2018,R4,106.0,Home
padelaide,2018,R4,84.0,Away
hawthorn,2018,R4,115.0,Home
melbourne,2018,R4,48.0,Away
geelong,2018,R4,103.0,Home
stkilda,2018,R4,56.0,Away
swans,2018,R5,75.0,Home
adelaide,2018,R5,85.0,Away
stkilda,2018,R5,73.0,Home
gws,2018,R5,73.0,Away
bullldogs,2018,R6,80.0,Home
carlton,2018,R6,59.0,Away
geelong,2018,R6,69.0,Home
swans,2018,R6,86.0,Away
kangaroos,2018,R6,69.0,Home
padelaide,2018,R6,102.0,Away
gws,2018,R6,77.0,Home
brisbanel,2018,R6,43.0,Away
hawthorn,2018,R6,89.0,Home
stkilda,2018,R6,54.0,Away
adelaide,2018,R6,110.0,Home
goldcoast,2018,R6,62.0,Away
essendon,2018,R6,72.0,Home
melbourne,2018,R6,108.0,Away
collingwood,2018,R6,70.0,Home
richmond,2018,R6,113.0,Away
fremantle,2018,R6,81.0,Home
westcoast,2018,R6,89.0,Away
geelong,2018,R7,93.0,Home
gws,2018,R7,32.0,Away
bullldogs,2018,R7,81.0,Home
goldcoast,2018,R7,72.0,Away
essendon,2018,R7,67.0,Home
hawthorn,2018,R7,90.0,Away
westcoast,2018,R7,102.0,Home
padelaide,2018,R7,60.0,Away
swans,2018,R7,66.0,Home
kangaroos,2018,R7,68.0,Away
adelaide,2018,R7,125.0,Home
carlton,2018,R7,70.0,Away
richmond,2018,R7,110.0,Home
fremantle,2018,R7,33.0,Away
stkilda,2018,R7,67.0,Home
melbourne,2018,R7,106.0,Away
brisbanel,2018,R7,114.0,Home
collingwood,2018,R7,121.0,Away
hawthorn,2018,R8,71.0,Home
swans,2018,R8,79.0,Away
gws,2018,R8,61.0,Home
westcoast,2018,R8,86.0,Away
carlton,2018,R8,91.0,Home
essendon,2018,R8,78.0,Away
goldcoast,2018,R8,77.0,Home
melbourne,2018,R8,146.0,Away
padelaide,2018,R8,95.0,Home
adelaide,2018,R8,90.0,Away
bullldogs,2018,R8,107.0,Home
brisbanel,2018,R8,93.0,Away
fremantle,2018,R8,89.0,Home
stkilda,2018,R8,59.0,Away
kangaroos,2018,R8,72.0,Home
richmond,2018,R8,82.0,Away
collingwood,2018,R8,45.0,Home
geelong,2018,R8,66.0,Away
adelaide,2018,R9,63.0,Home
bullldogs,2018,R9,26.0,Away
kangaroos,2018,R9,112.0,Home
gws,2018,R9,69.0,Away
goldcoast,2018,R9,42.0,Home
padelaide,2018,R9,82.0,Away
essendon,2018,R9,84.0,Home
geelong,2018,R9,50.0,Away
stkilda,2018,R9,72.0,Home
collingwood,2018,R9,100.0,Away
swans,2018,R9,111.0,Home
fremantle,2018,R9,52.0,Away
carlton,2018,R9,50.0,Home
melbourne,2018,R9,159.0,Away
brisbanel,2018,R9,129.0,Home
hawthorn,2018,R9,73.0,Away
westcoast,2018,R9,130.0,Home
richmond,2018,R9,83.0,Away
collingwood,2018,R10,90.0,Home
bullldogs,2018,R10,55.0,Away
richmond,2018,R10,105.0,Home
stkilda,2018,R10,77.0,Away
brisbanel,2018,R10,49.0,Home
swans,2018,R10,67.0,Away
geelong,2018,R10,73.0,Home
carlton,2018,R10,45.0,Away
gws,2018,R10,60.0,Home
essendon,2018,R10,95.0,Away
hawthorn,2018,R10,60.0,Home
westcoast,2018,R10,75.0,Away
melbourne,2018,R10,146.0,Home
adelaide,2018,R10,55.0,Away
fremantle,2018,R10,58.0,Home
kangaroos,2018,R10,86.0,Away
swans,2018,R11,91.0,Home
carlton,2018,R11,61.0,Away
bullldogs,2018,R11,51.0,Home
melbourne,2018,R11,100.0,Away
hawthorn,2018,R11,64.0,Home
padelaide,2018,R11,61.0,Away
goldcoast,2018,R11,36.0,Home
geelong,2018,R11,121.0,Away
essendon,2018,R11,43.0,Home
richmond,2018,R11,114.0,Away
westcoast,2018,R11,101.0,Home
stkilda,2018,R11,88.0,Away
kangaroos,2018,R11,141.0,Home
brisbanel,2018,R11,87.0,Away
collingwood,2018,R11,138.0,Home
fremantle,2018,R11,77.0,Away
adelaide,2018,R11,81.0,Home
gws,2018,R11,97.0,Away
padelaide,2018,R12,72.0,Home
richmond,2018,R12,58.0,Away
geelong,2018,R12,96.0,Home
kangaroos,2018,R12,59.0,Away
gws,2018,R12,134.0,Home
goldcoast,2018,R12,26.0,Away
stkilda,2018,R12,55.0,Home
swans,2018,R12,126.0,Away
brisbanel,2018,R12,62.0,Home
essendon,2018,R12,84.0,Away
fremantle,2018,R12,71.0,Home
adelaide,2018,R12,68.0,Away
melbourne,2018,R12,91.0,Home
collingwood,2018,R12,133.0,Away
padelaide,2018,R13,132.0,Home
bullldogs,2018,R13,75.0,Away
swans,2018,R13,72.0,Home
westcoast,2018,R13,57.0,Away
carlton,2018,R13,46.0,Home
fremantle,2018,R13,103.0,Away
goldcoast,2018,R13,78.0,Home
stkilda,2018,R13,80.0,Away
hawthorn,2018,R13,88.0,Home
adelaide,2018,R13,32.0,Away
geelong,2018,R13,65.0,Home
richmond,2018,R13,83.0,Away
westcoast,2018,R14,52.0,Home
essendon,2018,R14,80.0,Away
padelaide,2018,R14,75.0,Home
melbourne,2018,R14,65.0,Away
hawthorn,2018,R14,96.0,Home
goldcoast,2018,R14,43.0,Away
brisbanel,2018,R14,82.0,Home
gws,2018,R14,109.0,Away
bullldogs,2018,R14,75.0,Home
kangaroos,2018,R14,77.0,Away
collingwood,2018,R14,79.0,Home
carlton,2018,R14,59.0,Away
richmond,2018,R15,93.0,Home
swans,2018,R15,67.0,Away
bullldogs,2018,R15,103.0,Home
geelong,2018,R15,101.0,Away
carlton,2018,R15,69.0,Home
padelaide,2018,R15,90.0,Away
adelaide,2018,R15,88.0,Home
westcoast,2018,R15,78.0,Away
goldcoast,2018,R15,60.0,Home
collingwood,2018,R15,99.0,Away
gws,2018,R15,95.0,Home
hawthorn,2018,R15,84.0,Away
melbourne,2018,R15,117.0,Home
stkilda,2018,R15,119.0,Away
essendon,2018,R15,125.0,Home
kangaroos,2018,R15,108.0,Away
fremantle,2018,R15,64.0,Home
brisbanel,2018,R15,119.0,Away
swans,2018,R16,59.0,Home
geelong,2018,R16,71.0,Away
richmond,2018,R16,103.0,Home
adelaide,2018,R16,56.0,Away
brisbanel,2018,R16,120.0,Home
carlton,2018,R16,55.0,Away
padelaide,2018,R16,86.0,Home
stkilda,2018,R16,50.0,Away
bullldogs,2018,R16,59.0,Home
hawthorn,2018,R16,122.0,Away
melbourne,2018,R16,102.0,Home
fremantle,2018,R16,48.0,Away
kangaroos,2018,R16,95.0,Home
goldcoast,2018,R16,58.0,Away
essendon,2018,R16,62.0,Home
collingwood,2018,R16,78.0,Away
westcoast,2018,R16,86.0,Home
gws,2018,R16,75.0,Away
adelaide,2018,R17,112.0,Home
geelong,2018,R17,97.0,Away
stkilda,2018,R17,116.0,Home
carlton,2018,R17,52.0,Away
